,date,id_cliente,tipo,price
51,2025-01-01,1963,Espanhol,100
52,2025-01-01,1142,Espanhol,95
53,2025-01-01,473,Espanhol,92
54,2025-01-01,1585,Inglês,83
55,2025-01-01,1327,Inglês,82
56,2025-01-01,532,Espanhol,100
57,2025-01-01,68,Espanhol,100
58,2025-01-01,543,Inglês,100
59,2025-01-01,322,Inglês,93
60,2025-01-01,1061,Inglês,100
61,2025-01-01,1737,Espanhol,100
62,2025-01-01,141,Inglês,91
63,2025-01-01,1295,Mandarim,86
64,2025-01-01,620,Inglês,90
65,2025-01-01,515,Inglês,100
66,2025-01-01,1709,Espanhol,100
67,2025-01-01,2107,Espanhol,100
68,2025-01-01,1037,Espanhol,100
69,2025-01-01,1157,Inglês,100
70,2025-01-01,2039,Inglês,79
71,2025-01-01,1095,Espanhol,100
72,2025-01-01,1625,Inglês,100
73,2025-01-01,921,Inglês,95
74,2025-01-01,1763,Inglês,100
75,2025-01-01,1546,Espanhol,100
76,2025-01-01,1425,Espanhol,98
77,2025-01-01,1183,Espanhol,100
78,2025-01-01,1299,Espanhol,100
79,2025-01-01,978,Espanhol,100
80,2025-01-01,904,Inglês,94
81,2025-01-01,1896,Espanhol,78
82,2025-01-01,761,Espanhol,88
83,2025-01-01,1278,Inglês,79
84,2025-01-01,25,Espanhol,100
85,2025-01-01,1499,Inglês,97
86,2025-01-01,2202,Inglês,100
87,2025-01-01,924,Espanhol,100
88,2025-01-01,786,Espanhol,100
89,2025-01-01,1047,Inglês,88
90,2025-01-01,1866,Espanhol,100
91,2025-01-01,148,Espanhol,100
92,2025-01-01,1343,Espanhol,100
93,2025-01-01,655,Inglês,92
94,2025-01-01,1468,Mandarim,100
95,2025-01-01,240,Inglês,100
96,2025-01-01,1139,Inglês,100
97,2025-01-01,29,Mandarim,100
98,2025-01-01,27,Inglês,100
99,2025-01-01,463,Espanhol,93
100,2025-01-01,989,Inglês,86
101,2025-01-01,646,Inglês,100
102,2025-01-01,69,Inglês,98
103,2025-01-01,511,Inglês,79
104,2025-01-01,1368,Espanhol,100
105,2025-01-01,2037,Inglês,100
106,2025-01-01,2174,Espanhol,100
107,2025-01-01,1194,Espanhol,100
108,2025-01-01,1780,Espanhol,100
109,2025-01-01,2205,Espanhol,100
110,2025-01-01,490,Inglês,100
111,2025-01-01,975,Inglês,100
112,2025-01-01,1124,Inglês,100
113,2025-01-01,1113,Mandarim,100
114,2025-01-01,1395,Mandarim,89
115,2025-01-01,740,Mandarim,80
116,2025-01-01,174,Inglês,77
117,2025-01-01,939,Inglês,100
118,2025-01-01,1119,Espanhol,100
119,2025-01-01,111,Inglês,84
120,2025-01-01,1767,Espanhol,100
121,2025-01-01,1332,Inglês,100
122,2025-01-01,2113,Espanhol,100
123,2025-01-01,95,Espanhol,100
124,2025-01-01,226,Espanhol,100
125,2025-01-01,711,Inglês,100
126,2025-01-01,304,Espanhol,98
127,2025-01-01,836,Espanhol,100
128,2025-01-01,603,Inglês,100
129,2025-01-01,249,Inglês,78
130,2025-01-01,1513,Inglês,100
131,2025-01-01,1330,Espanhol,88
132,2025-01-01,838,Espanhol,100
133,2025-01-01,1729,Inglês,100
134,2025-01-01,2139,Espanhol,100
135,2025-01-01,1338,Espanhol,100
136,2025-01-01,1749,Inglês,100
137,2025-01-01,2234,Espanhol,96
138,2025-01-01,365,Espanhol,100
139,2025-01-01,1229,Espanhol,100
140,2025-01-01,204,Inglês,98
141,2025-01-01,1881,Inglês,100
142,2025-01-01,724,Espanhol,100
143,2025-01-01,1631,Inglês,100
144,2025-01-01,1354,Inglês,100
145,2025-01-01,1843,Inglês,100
146,2025-01-01,1393,Espanhol,100
147,2025-01-01,1783,Inglês,100
148,2025-01-01,1811,Inglês,100
149,2025-01-01,852,Inglês,93
150,2025-01-01,818,Espanhol,98
151,2025-01-01,1668,Inglês,100
152,2025-01-01,808,Inglês,100
153,2025-01-01,1207,Espanhol,100
154,2025-01-01,1220,Espanhol,100
155,2025-01-01,80,Espanhol,100
156,2025-01-01,607,Espanhol,100
157,2025-01-01,2145,Inglês,82
158,2025-01-01,1301,Espanhol,97
159,2025-01-01,1034,Inglês,100
160,2025-01-01,1336,Inglês,100
161,2025-01-01,2155,Espanhol,100
162,2025-01-01,218,Espanhol,100
163,2025-01-01,668,Inglês,100
164,2025-01-01,782,Inglês,100
165,2025-01-01,377,Espanhol,100
166,2025-01-01,1981,Inglês,100
167,2025-01-01,435,Mandarim,100
168,2025-01-01,946,Inglês,85
169,2025-01-01,638,Mandarim,100
170,2025-01-01,1410,Inglês,100
171,2025-01-01,1381,Inglês,97
172,2025-01-01,1127,Espanhol,100
173,2025-01-01,1959,Inglês,92
174,2025-01-01,356,Espanhol,100
175,2025-01-01,182,Mandarim,77
176,2025-01-01,619,Inglês,100
177,2025-01-01,586,Inglês,100
178,2025-01-01,1765,Inglês,100
179,2025-01-01,313,Espanhol,93
180,2025-01-01,374,Inglês,100
181,2025-01-01,427,Espanhol,100
182,2025-01-01,2226,Inglês,91
183,2025-01-01,2065,Inglês,81
184,2025-01-01,779,Inglês,100
185,2025-01-01,2220,Espanhol,100
186,2025-01-01,73,Inglês,94
187,2025-01-01,866,Espanhol,100
188,2025-01-01,159,Inglês,81
189,2025-01-01,933,Espanhol,78
190,2025-01-01,2029,Espanhol,100
191,2025-01-01,1787,Espanhol,100
192,2025-01-01,665,Espanhol,100
193,2025-01-01,1419,Espanhol,100
194,2025-01-01,307,Inglês,75
195,2025-01-01,2049,Inglês,100
196,2025-01-01,2143,Inglês,100
197,2025-01-01,425,Inglês,87
198,2025-01-01,1363,Inglês,100
199,2025-01-01,2159,Inglês,91
200,2025-01-01,1036,Mandarim,100
201,2025-01-01,1413,Inglês,100
202,2025-01-01,346,Espanhol,100
203,2025-01-01,1922,Inglês,100
204,2025-01-01,1180,Espanhol,100
205,2025-01-01,187,Inglês,100
206,2025-01-01,1454,Inglês,85
207,2025-01-01,1698,Inglês,100
208,2025-01-01,925,Espanhol,100
209,2025-01-01,1873,Inglês,100
210,2025-01-01,1711,Inglês,99
211,2025-01-01,569,Espanhol,100
212,2025-01-01,21,Espanhol,100
213,2025-01-01,1924,Inglês,100
214,2025-01-01,2121,Espanhol,100
215,2025-01-01,120,Espanhol,96
216,2025-01-01,1661,Espanhol,90
217,2025-01-01,553,Espanhol,100
218,2025-01-01,1421,Inglês,100
219,2025-01-01,1955,Mandarim,100
220,2025-01-01,1516,Espanhol,100
221,2025-01-01,2009,Inglês,100
222,2025-01-01,1131,Espanhol,100
223,2025-01-01,1973,Espanhol,100
224,2025-01-01,1232,Espanhol,100
225,2025-01-01,90,Mandarim,100
226,2025-01-01,1192,Inglês,83
227,2025-01-01,1750,Inglês,100
228,2025-01-01,849,Espanhol,78
229,2025-01-01,358,Inglês,81
230,2025-01-01,1055,Inglês,97
231,2025-01-01,704,Espanhol,100
232,2025-01-01,36,Inglês,100
233,2025-01-01,657,Inglês,100
234,2025-01-01,318,Espanhol,100
235,2025-01-01,703,Espanhol,100
236,2025-01-01,1703,Inglês,86
237,2025-01-01,756,Inglês,100
238,2025-01-01,1512,Espanhol,100
239,2025-01-01,1103,Espanhol,100
240,2025-01-01,1,Espanhol,100
241,2025-01-01,482,Espanhol,100
242,2025-01-01,1914,Inglês,100
243,2025-01-01,137,Mandarim,100
244,2025-01-01,864,Espanhol,90
245,2025-01-01,306,Espanhol,100
246,2025-01-01,1644,Inglês,100
247,2025-01-01,1770,Espanhol,100
248,2025-01-01,1795,Espanhol,100
249,2025-01-01,1600,Inglês,100
250,2025-01-01,63,Inglês,100
251,2025-01-01,1529,Espanhol,100
252,2025-01-01,2108,Espanhol,82
253,2025-01-01,70,Mandarim,78
254,2025-01-01,430,Mandarim,100
255,2025-01-01,516,Espanhol,100
256,2025-01-01,387,Inglês,100
257,2025-01-01,1897,Inglês,100
258,2025-01-01,275,Espanhol,100
259,2025-01-01,1889,Espanhol,100
260,2025-01-01,2123,Inglês,100
261,2025-01-01,2018,Espanhol,100
262,2025-01-01,1609,Inglês,75
263,2025-01-01,39,Mandarim,100
264,2025-01-01,1680,Inglês,100
265,2025-01-01,2165,Inglês,100
266,2025-01-01,811,Espanhol,100
267,2025-01-01,2167,Espanhol,100
268,2025-01-01,1514,Espanhol,100
269,2025-01-01,385,Espanhol,100
270,2025-01-01,967,Espanhol,85
271,2025-01-01,915,Inglês,100
272,2025-01-01,1962,Espanhol,100
273,2025-01-01,1005,Inglês,100
274,2025-01-01,1211,Inglês,100
275,2025-01-01,1718,Espanhol,79
276,2025-01-01,118,Espanhol,99
277,2025-01-01,1168,Espanhol,95
278,2025-01-01,2114,Mandarim,100
279,2025-01-01,99,Inglês,100
280,2025-01-01,1093,Espanhol,100
281,2025-01-01,2239,Inglês,100
282,2025-01-01,1978,Espanhol,100
283,2025-01-01,243,Espanhol,91
284,2025-01-01,1784,Espanhol,100
285,2025-01-01,2206,Espanhol,98
286,2025-01-01,1428,Espanhol,100
287,2025-01-01,1186,Espanhol,100
288,2025-01-01,1730,Inglês,100
289,2025-01-01,1444,Inglês,100
290,2025-01-01,424,Inglês,100
291,2025-01-01,499,Inglês,100
292,2025-01-01,54,Inglês,100
293,2025-01-01,844,Inglês,100
294,2025-01-01,1773,Inglês,100
295,2025-01-01,751,Inglês,100
296,2025-01-01,2058,Espanhol,100
297,2025-01-01,2003,Espanhol,100
298,2025-01-01,629,Espanhol,100
299,2025-01-01,151,Espanhol,100
300,2025-01-01,1938,Espanhol,100
301,2025-01-01,827,Inglês,79
302,2025-01-01,1386,Inglês,100
303,2025-01-01,1667,Inglês,100
304,2025-01-01,1659,Inglês,100
305,2025-01-01,414,Inglês,92
306,2025-01-01,405,Espanhol,100
307,2025-01-01,298,Inglês,100
308,2025-01-01,379,Espanhol,100
309,2025-01-01,1213,Inglês,100
310,2025-01-01,335,Inglês,99
311,2025-01-01,928,Espanhol,100
312,2025-01-01,1579,Inglês,100
313,2025-01-01,113,Inglês,89
314,2025-01-01,601,Espanhol,100
315,2025-01-01,1842,Espanhol,100
316,2025-01-01,400,Espanhol,75
317,2025-01-01,1768,Espanhol,92
318,2025-01-01,2118,Espanhol,83
319,2025-01-01,929,Inglês,100
320,2025-01-01,2116,Espanhol,100
321,2025-01-01,2110,Inglês,100
322,2025-01-01,1352,Espanhol,100
323,2025-01-01,1057,Inglês,100
324,2025-01-01,1342,Mandarim,100
325,2025-01-01,20,Espanhol,86
326,2025-01-01,1442,Inglês,91
327,2025-01-01,1109,Espanhol,100
328,2025-01-01,188,Espanhol,100
329,2025-01-01,362,Espanhol,100
330,2025-01-01,775,Inglês,84
331,2025-01-01,2066,Inglês,100
332,2025-01-01,2098,Inglês,100
333,2025-01-01,671,Inglês,100
334,2025-01-01,1937,Inglês,100
335,2025-01-01,889,Inglês,100
336,2025-01-01,1893,Inglês,100
337,2025-01-01,1951,Inglês,100
338,2025-01-01,973,Inglês,100
339,2025-01-01,1456,Espanhol,100
340,2025-01-01,509,Espanhol,78
341,2025-01-01,1392,Inglês,100
342,2025-01-01,806,Inglês,98
343,2025-01-01,858,Espanhol,100
344,2025-01-01,2102,Espanhol,100
345,2025-01-01,343,Inglês,100
346,2025-01-01,583,Mandarim,100
347,2025-01-01,512,Espanhol,100
348,2025-01-01,394,Inglês,97
349,2025-01-01,1926,Inglês,100
350,2025-01-01,293,Espanhol,96
351,2025-01-01,736,Inglês,78
352,2025-01-01,10,Inglês,96
353,2025-01-01,1561,Espanhol,88
354,2025-01-01,1589,Inglês,100
355,2025-01-01,1082,Espanhol,100
356,2025-01-01,1649,Mandarim,100
357,2025-01-01,1989,Inglês,100
358,2025-01-01,291,Espanhol,90
359,2025-01-01,1084,Inglês,100
360,2025-01-01,248,Inglês,100
361,2025-01-01,408,Inglês,80
362,2025-01-01,123,Espanhol,90
363,2025-01-01,126,Inglês,94
364,2025-01-01,768,Espanhol,100
365,2025-01-01,1629,Espanhol,100
366,2025-01-01,1895,Espanhol,100
367,2025-01-01,225,Inglês,100
368,2025-01-01,1274,Espanhol,99
369,2025-01-01,895,Inglês,100
370,2025-01-01,1948,Espanhol,100
371,2025-01-01,1970,Inglês,100
372,2025-01-01,361,Espanhol,100
373,2025-01-01,2120,Inglês,100
374,2025-01-01,1586,Espanhol,77
375,2025-01-01,1782,Espanhol,100
376,2025-01-01,1096,Inglês,90
377,2025-01-01,186,Inglês,89
378,2025-01-01,873,Espanhol,77
379,2025-01-01,1883,Espanhol,100
380,2025-01-01,920,Mandarim,100
381,2025-01-01,1126,Espanhol,100
382,2025-01-01,1991,Espanhol,100
383,2025-01-01,1040,Inglês,100
384,2025-01-01,125,Inglês,100
385,2025-01-01,1326,Espanhol,100
386,2025-01-01,1504,Inglês,100
387,2025-01-01,828,Inglês,93
388,2025-01-01,489,Inglês,100
389,2025-01-01,741,Espanhol,79
390,2025-01-01,2154,Espanhol,83
391,2025-01-01,1620,Inglês,100
392,2025-01-01,1116,Inglês,100
393,2025-01-01,1957,Espanhol,100
394,2025-01-01,994,Inglês,94
395,2025-01-01,682,Espanhol,100
396,2025-01-01,432,Inglês,100
397,2025-01-01,457,Espanhol,100
398,2025-01-01,2010,Inglês,100
399,2025-01-01,237,Mandarim,100
400,2025-01-01,1120,Inglês,100
401,2025-01-01,645,Inglês,93
402,2025-01-01,1607,Espanhol,100
403,2025-01-01,2162,Inglês,100
404,2025-01-01,1406,Mandarim,100
405,2025-01-01,1066,Espanhol,100
406,2025-01-01,1588,Espanhol,88
407,2025-01-01,1623,Espanhol,96
408,2025-01-01,573,Inglês,100
409,2025-01-01,1543,Mandarim,100
410,2025-01-01,1362,Inglês,82
411,2025-01-01,1268,Mandarim,100
412,2025-01-01,749,Inglês,100
413,2025-01-01,1255,Espanhol,100
414,2025-01-01,1693,Inglês,93
415,2025-01-01,2200,Espanhol,85
416,2025-01-01,2096,Espanhol,82
417,2025-01-01,1740,Inglês,90
418,2025-01-01,1953,Inglês,100
419,2025-01-01,1827,Espanhol,100
420,2025-01-01,235,Espanhol,100
421,2025-01-01,964,Espanhol,100
422,2025-01-01,2140,Espanhol,100
423,2025-01-01,1815,Inglês,100
424,2025-01-01,1828,Espanhol,77
425,2025-01-01,1369,Inglês,100
426,2025-01-01,143,Inglês,100
427,2025-01-01,595,Espanhol,100
428,2025-01-01,1179,Inglês,100
429,2025-01-01,1277,Espanhol,100
430,2025-01-01,87,Espanhol,100
431,2025-01-01,694,Mandarim,100
432,2025-01-01,378,Inglês,100
433,2025-01-01,997,Espanhol,100
434,2025-01-01,274,Inglês,100
435,2025-01-01,1032,Inglês,100
436,2025-01-01,2089,Espanhol,100
437,2025-01-01,1224,Inglês,100
438,2025-01-01,1939,Espanhol,100
439,2025-01-01,1020,Espanhol,100
440,2025-01-01,700,Inglês,100
441,2025-01-01,2168,Inglês,100
442,2025-01-01,1426,Inglês,100
443,2025-01-01,843,Espanhol,100
444,2025-01-01,1303,Espanhol,100
445,2025-01-01,1501,Espanhol,100
446,2025-01-01,184,Espanhol,81
447,2025-01-01,1638,Espanhol,83
448,2025-01-01,1291,Espanhol,100
449,2025-01-01,649,Inglês,100
450,2025-01-01,475,Inglês,100
451,2025-01-01,2221,Inglês,100
452,2025-01-01,1249,Espanhol,95
453,2025-01-01,115,Espanhol,100
454,2025-01-01,1304,Espanhol,76
455,2025-01-01,1202,Mandarim,100
456,2025-01-01,1550,Inglês,100
457,2025-01-01,1412,Espanhol,77
458,2025-01-01,1847,Espanhol,100
459,2025-01-01,735,Inglês,100
460,2025-01-01,750,Espanhol,100
461,2025-01-01,1686,Inglês,100
462,2025-01-01,917,Mandarim,100
463,2025-01-01,1804,Inglês,100
464,2025-01-01,834,Espanhol,100
465,2025-01-01,689,Inglês,100
466,2025-01-01,1851,Espanhol,100
467,2025-01-01,2084,Mandarim,100
468,2025-01-01,492,Inglês,100
469,2025-01-01,666,Inglês,100
470,2025-01-01,1769,Espanhol,100
471,2025-01-01,1315,Inglês,100
472,2025-01-01,381,Espanhol,100
473,2025-01-01,870,Inglês,100
474,2025-01-01,416,Inglês,80
475,2025-01-01,2232,Inglês,94
476,2025-01-01,1524,Espanhol,100
477,2025-01-01,332,Mandarim,100
478,2025-01-01,341,Espanhol,86
479,2025-01-01,2023,Inglês,87
480,2025-01-01,1373,Inglês,94
481,2025-01-01,767,Inglês,100
482,2025-01-01,1044,Inglês,100
483,2025-01-01,42,Espanhol,100
484,2025-01-01,2082,Inglês,100
485,2025-01-01,535,Espanhol,80
486,2025-01-01,807,Espanhol,100
487,2025-01-01,1872,Espanhol,100
488,2025-01-01,1858,Inglês,80
489,2025-01-01,1744,Inglês,100
490,2025-01-01,2090,Inglês,100
491,2025-01-01,1675,Espanhol,79
492,2025-01-01,303,Espanhol,100
493,2025-01-01,76,Espanhol,100
494,2025-01-01,1099,Inglês,100
495,2025-01-01,1945,Inglês,80
496,2025-01-01,1022,Mandarim,100
497,2025-01-01,793,Espanhol,100
498,2025-01-01,957,Inglês,100
499,2025-01-01,209,Inglês,100
500,2025-01-01,908,Espanhol,100
501,2025-01-01,1844,Inglês,100
502,2025-01-01,742,Inglês,100
503,2025-01-01,2056,Inglês,100
504,2025-01-01,1846,Espanhol,100
505,2025-01-01,1457,Espanhol,100
506,2025-01-01,1576,Espanhol,79
507,2025-01-01,1105,Inglês,100
508,2025-01-01,568,Espanhol,100
509,2025-01-01,684,Espanhol,100
510,2025-01-01,1042,Espanhol,100
511,2025-01-01,2196,Espanhol,100
512,2025-01-01,1867,Espanhol,77
513,2025-01-01,1074,Espanhol,100
514,2025-01-01,1751,Inglês,81
515,2025-01-01,1357,Mandarim,89
516,2025-01-01,337,Espanhol,100
517,2025-01-01,1063,Inglês,100
518,2025-01-01,2053,Espanhol,75
519,2025-01-01,530,Espanhol,82
520,2025-01-01,264,Espanhol,100
521,2025-01-01,681,Espanhol,100
522,2025-01-01,1461,Espanhol,100
523,2025-01-01,1471,Espanhol,95
524,2025-01-01,330,Espanhol,100
525,2025-01-01,1831,Espanhol,80
526,2025-01-01,1632,Mandarim,100
527,2025-01-01,1864,Espanhol,84
528,2025-01-01,122,Espanhol,100
529,2025-01-01,1151,Espanhol,84
530,2025-01-01,130,Inglês,99
531,2025-01-01,2170,Inglês,96
532,2025-01-01,220,Espanhol,100
533,2025-01-01,1531,Inglês,100
534,2025-01-01,1387,Espanhol,100
535,2025-01-01,2097,Inglês,100
536,2025-01-01,1984,Espanhol,100
537,2025-01-01,1702,Espanhol,100
538,2025-01-01,2135,Inglês,100
539,2025-01-01,1135,Espanhol,100
540,2025-01-01,112,Espanhol,100
541,2025-01-01,951,Inglês,78
542,2025-01-01,8,Inglês,100
543,2025-01-01,404,Inglês,97
544,2025-01-01,1721,Inglês,100
545,2025-01-01,1832,Inglês,100
546,2025-01-01,201,Inglês,100
547,2025-01-01,462,Mandarim,100
548,2025-01-01,901,Inglês,100
549,2025-01-01,1486,Inglês,81
550,2025-01-01,835,Inglês,85
551,2025-01-01,948,Espanhol,100
552,2025-01-01,2059,Inglês,100
553,2025-01-01,875,Inglês,100
554,2025-01-01,1699,Mandarim,100
555,2025-01-01,1117,Inglês,100
556,2025-01-01,943,Inglês,100
557,2025-01-01,1017,Espanhol,78
558,2025-01-01,132,Inglês,100
559,2025-01-01,867,Espanhol,94
560,2025-01-01,911,Inglês,100
561,2025-01-01,1739,Inglês,95
562,2025-01-01,738,Espanhol,100
563,2025-01-01,1909,Inglês,98
564,2025-01-01,1317,Espanhol,100
565,2025-01-01,842,Espanhol,85
566,2025-01-01,1388,Espanhol,100
567,2025-01-01,262,Espanhol,100
568,2025-01-01,1706,Inglês,80
569,2025-01-01,709,Espanhol,100
570,2025-01-01,732,Espanhol,98
571,2025-01-01,919,Mandarim,100
572,2025-01-01,930,Inglês,100
573,2025-01-01,1580,Espanhol,100
574,2025-01-01,1476,Inglês,100
575,2025-01-01,2157,Espanhol,83
576,2025-01-01,802,Inglês,88
577,2025-01-01,630,Inglês,100
578,2025-01-01,1500,Inglês,100
579,2025-01-01,877,Espanhol,100
580,2025-01-01,848,Espanhol,85
581,2025-01-01,1923,Inglês,93
582,2025-01-01,2237,Inglês,100
583,2025-01-01,1081,Inglês,82
584,2025-01-01,104,Espanhol,100
585,2025-01-01,2158,Mandarim,100
586,2025-01-01,745,Inglês,77
587,2025-01-01,814,Inglês,78
588,2025-01-01,2001,Inglês,100
589,2025-01-01,234,Inglês,100
590,2025-01-01,259,Mandarim,100
591,2025-01-01,176,Inglês,100
592,2025-01-01,734,Espanhol,100
593,2025-01-01,196,Inglês,100
594,2025-01-01,2007,Espanhol,95
595,2025-01-01,1467,Espanhol,100
596,2025-01-01,1658,Espanhol,100
597,2025-01-01,1771,Mandarim,100
598,2025-01-01,1288,Inglês,100
599,2025-01-01,2151,Inglês,100
600,2025-01-01,2148,Inglês,89
601,2025-01-01,1786,Espanhol,100
602,2025-01-01,194,Espanhol,78
603,2025-01-01,1837,Inglês,100
604,2025-01-01,987,Inglês,100
605,2025-01-01,1021,Inglês,100
606,2025-01-01,1399,Inglês,90
607,2025-01-01,812,Espanhol,94
608,2025-01-01,117,Espanhol,100
609,2025-01-01,1253,Espanhol,100
610,2025-01-01,2192,Espanhol,91
611,2025-01-01,56,Inglês,100
612,2025-01-01,872,Espanhol,100
613,2025-01-01,1360,Espanhol,100
614,2025-01-01,1070,Inglês,100
615,2025-01-01,2179,Espanhol,100
616,2025-01-01,1690,Espanhol,100
617,2025-01-01,48,Inglês,100
618,2025-01-01,399,Espanhol,100
619,2025-01-01,1148,Mandarim,91
620,2025-01-01,783,Espanhol,100
621,2025-01-01,572,Espanhol,100
622,2025-01-01,821,Inglês,75
623,2025-01-01,642,Mandarim,100
624,2025-01-01,1862,Espanhol,100
625,2025-01-01,294,Espanhol,100
626,2025-01-01,723,Espanhol,91
627,2025-01-01,581,Inglês,100
628,2025-01-01,693,Espanhol,83
629,2025-01-01,1322,Inglês,91
630,2025-01-01,1237,Espanhol,99
631,2025-01-01,1863,Inglês,100
632,2025-01-01,912,Inglês,100
633,2025-01-01,2195,Inglês,100
634,2025-01-01,1344,Espanhol,77
635,2025-01-01,1947,Inglês,100
636,2025-01-01,876,Espanhol,100
637,2025-01-01,2117,Inglês,100
638,2025-01-01,1311,Mandarim,78
639,2025-01-01,1404,Espanhol,81
640,2025-01-01,1359,Espanhol,100
641,2025-01-01,1163,Inglês,100
642,2025-01-01,1742,Inglês,75
643,2025-01-01,6,Espanhol,100
644,2025-01-01,897,Inglês,100
645,2025-01-01,1755,Espanhol,86
646,2025-01-01,1634,Inglês,92
647,2025-01-01,1245,Espanhol,100
648,2025-01-01,659,Inglês,78
649,2025-01-01,1256,Espanhol,100
650,2025-01-01,1555,Espanhol,100
651,2025-01-01,1244,Inglês,92
652,2025-01-01,1284,Espanhol,100
653,2025-01-01,1801,Inglês,100
654,2025-01-01,431,Espanhol,87
655,2025-01-01,755,Inglês,75
656,2025-01-01,2204,Espanhol,100
657,2025-01-01,1760,Inglês,100
658,2025-01-01,1570,Inglês,100
659,2025-01-01,493,Inglês,77
660,2025-01-01,774,Mandarim,100
661,2025-01-01,1656,Mandarim,100
662,2025-01-01,981,Espanhol,100
663,2025-01-01,297,Espanhol,100
664,2025-01-01,1820,Inglês,100
665,2025-01-01,471,Espanhol,80
666,2025-01-01,2078,Inglês,99
667,2025-01-01,1000,Mandarim,100
668,2025-01-01,575,Inglês,99
669,2025-01-01,333,Inglês,100
670,2025-01-01,1541,Inglês,100
671,2025-01-01,597,Espanhol,100
672,2025-01-01,859,Inglês,87
673,2025-01-01,250,Espanhol,80
674,2025-01-01,809,Inglês,100
675,2025-01-01,582,Espanhol,84
676,2025-01-01,1932,Espanhol,100
677,2025-01-01,1560,Espanhol,100
678,2025-01-01,1537,Inglês,100
679,2025-01-01,2075,Inglês,100
680,2025-01-01,238,Inglês,100
681,2025-01-01,119,Espanhol,100
682,2025-01-01,445,Espanhol,92
683,2025-01-01,1899,Espanhol,100
684,2025-01-01,1733,Inglês,100
685,2025-01-01,722,Inglês,76
686,2025-01-01,1382,Inglês,100
687,2025-01-01,2141,Espanhol,100
688,2025-01-01,309,Espanhol,100
689,2025-01-01,715,Inglês,100
690,2025-01-01,12,Inglês,90
691,2025-01-01,1478,Espanhol,100
692,2025-01-01,1960,Inglês,100
693,2025-01-01,1483,Espanhol,83
694,2025-01-01,846,Inglês,98
695,2025-01-01,1597,Espanhol,100
696,2025-01-01,501,Espanhol,83
697,2025-01-01,1239,Espanhol,100
698,2025-01-01,1615,Inglês,100
699,2025-01-01,1996,Inglês,100
700,2025-01-01,2191,Inglês,100
701,2025-01-01,308,Espanhol,87
702,2025-01-01,1218,Inglês,100
703,2025-01-01,1596,Espanhol,100
704,2025-01-01,1657,Mandarim,100
705,2025-01-01,1314,Inglês,97
706,2025-01-01,871,Espanhol,86
707,2025-01-01,1090,Mandarim,80
708,2025-01-01,89,Inglês,100
709,2025-01-01,310,Espanhol,100
710,2025-01-01,2115,Inglês,100
711,2025-01-01,1676,Espanhol,100
712,2025-01-01,1865,Inglês,81
713,2025-01-01,1067,Inglês,100
714,2025-01-01,1539,Inglês,100
715,2025-01-01,1696,Espanhol,95
716,2025-01-01,564,Inglês,92
717,2025-01-01,41,Espanhol,78
718,2025-01-01,1172,Inglês,100
719,2025-01-01,648,Espanhol,93
720,2025-01-01,798,Inglês,83
721,2025-01-01,2093,Inglês,100
722,2025-01-01,65,Espanhol,85
723,2025-01-01,1807,Espanhol,98
724,2025-01-01,1445,Inglês,100
725,2025-01-01,370,Espanhol,100
726,2025-01-01,2209,Espanhol,100
727,2025-01-01,1010,Inglês,89
728,2025-01-01,391,Inglês,100
729,2025-01-01,1252,Inglês,87
730,2025-01-01,776,Inglês,95
